Watershed_designation,Fire_treatment,Year,Plot_number,Transect_number,Grass_cover,Shrub_cover
4b,infrequent,1999,14,3,117.5,30
4b,infrequent,1999,15,3,114.5,18.5
4b,infrequent,1999,16,4,96.5,63
4b,infrequent,1999,17,4,118,33
4b,infrequent,1999,18,4,117.5,0.5
4b,infrequent,1999,19,4,73,33.5
4b,infrequent,1999,20,4,84,33.5
4b,infrequent,2000,1,1,100.5,0
4b,infrequent,2000,2,1,103.5,0
4b,infrequent,2000,3,1,92,0
4b,infrequent,2000,4,1,92.5,0
4b,infrequent,2000,5,1,115.5,0
4b,infrequent,2000,6,2,92.5,15
4b,infrequent,2000,7,2,43,36
4b,infrequent,2000,8,2,81.5,0
4b,infrequent,2000,9,2,95.5,0
4b,infrequent,2000,10,2,99,0
4b,infrequent,2000,11,3,36.5,62.5
4b,infrequent,2000,12,3,54.5,32.5
4b,infrequent,2000,13,3,69,0
4b,infrequent,2000,14,3,92,15
4b,infrequent,2000,15,3,66.5,47.5
4b,infrequent,2000,16,4,7,85
4b,infrequent,2000,17,4,36.5,85
4b,infrequent,2000,18,4,100.5,7
4b,infrequent,2000,19,4,22,100
4b,infrequent,2000,20,4,33,85
4b,infrequent,2001,1,1,103.5,0
4b,infrequent,2001,2,1,92,0
4b,infrequent,2001,3,1,92,0
4b,infrequent,2001,4,1,103.5,0
4b,infrequent,2001,5,1,100.5,0
4b,infrequent,2001,6,2,92.5,15
4b,infrequent,2001,7,2,43,18.5
4b,infrequent,2001,8,2,69,0
4b,infrequent,2001,9,2,95.5,0.5
4b,infrequent,2001,10,2,89.5,0
4b,infrequent,2001,11,3,36.5,85
4b,infrequent,2001,12,3,54.5,32.5
4b,infrequent,2001,13,3,69,0
4b,infrequent,2001,14,3,92,15
4b,infrequent,2001,15,3,66.5,47.5
4b,infrequent,2001,16,4,33,97.5
4b,infrequent,2001,17,4,19,130
4b,infrequent,2001,18,4,81,18.5
4b,infrequent,2001,19,4,36,88.5
4b,infrequent,2001,20,4,7,85
4b,infrequent,2002,1,1,104,0
4b,infrequent,2002,2,1,92.5,0
4b,infrequent,2002,3,1,92,0
4b,infrequent,2002,4,1,92.5,0
4b,infrequent,2002,5,1,100.5,0
4b,infrequent,2002,6,2,70,32.5
4b,infrequent,2002,7,2,54.5,47.5
4b,infrequent,2002,8,2,69,0
4b,infrequent,2002,9,2,95.5,0.5
4b,infrequent,2002,10,2,89.5,0
4b,infrequent,2002,11,3,37,85
4b,infrequent,2002,12,3,54.5,62.5
4b,infrequent,2002,13,3,69,0
4b,infrequent,2002,14,3,92,32.5
4b,infrequent,2002,15,3,69.5,77.5
4b,infrequent,2002,16,4,33,97.5
4b,infrequent,2002,17,4,7.5,130
4b,infrequent,2002,18,4,81,18.5
4b,infrequent,2002,19,4,36,88.5
4b,infrequent,2002,20,4,7,88.5
4b,infrequent,2003,1,1,104,0
4b,infrequent,2003,2,1,92.5,0
4b,infrequent,2003,3,1,92,0
4b,infrequent,2003,4,1,92.5,0
4b,infrequent,2003,5,1,100.5,0
4b,infrequent,2003,6,2,70,32.5
4b,infrequent,2003,7,2,72,47.5
4b,infrequent,2003,8,2,99,0
4b,infrequent,2003,9,2,95.5,0.5
4b,infrequent,2003,10,2,92.5,0
4b,infrequent,2003,11,3,37,85
4b,infrequent,2003,12,3,66,62.5
4b,infrequent,2003,13,3,69,0
4b,infrequent,2003,14,3,92,32.5
4b,infrequent,2003,15,3,69.5,77.5
4b,infrequent,2003,16,4,33,101
4b,infrequent,2003,17,4,7.5,130
4b,infrequent,2003,18,4,103.5,36
4b,infrequent,2003,19,4,36.5,104.5
4b,infrequent,2003,20,4,7,100
4b,infrequent,2004,1,1,81.5,0
4b,infrequent,2004,2,1,70,0
4b,infrequent,2004,3,1,92,0
4b,infrequent,2004,4,1,92.5,0
4b,infrequent,2004,5,1,100.5,0
4b,infrequent,2004,6,2,40,32.5
4b,infrequent,2004,7,2,72,47.5
4b,infrequent,2004,8,2,99,0
4b,infrequent,2004,9,2,92.5,0.5
4b,infrequent,2004,10,2,70,0
4b,infrequent,2004,11,3,37,85
4b,infrequent,2004,12,3,66,62.5
4b,infrequent,2004,13,3,69,0
4b,infrequent,2004,14,3,92,32.5
4b,infrequent,2004,15,3,39.5,77.5
4b,infrequent,2004,16,4,4,101
4b,infrequent,2004,17,4,4.5,130
4b,infrequent,2004,18,4,81,51
4b,infrequent,2004,19,4,36,104.5
4b,infrequent,2004,20,4,7,117.5
4b,infrequent,2005,1,1,81.5,0
4b,infrequent,2005,2,1,70,0
4b,infrequent,2005,3,1,92,0
4b,infrequent,2005,4,1,92.5,0
4b,infrequent,2005,5,1,100.5,0
4b,infrequent,2005,6,2,40,15
4b,infrequent,2005,7,2,72,36
4b,infrequent,2005,8,2,99,0
4b,infrequent,2005,9,2,151.5,0.5
4b,infrequent,2005,10,2,70,0
4b,infrequent,2005,11,3,37,62.5
4b,infrequent,2005,12,3,77.5,62.5
4b,infrequent,2005,13,3,69,0
4b,infrequent,2005,14,3,92,32.5
4b,infrequent,2005,15,3,39.5,100
4b,infrequent,2005,16,4,7,112.5
4b,infrequent,2005,17,4,4.5,130
4b,infrequent,2005,18,4,92.5,51
4b,infrequent,2005,19,4,36.5,116
4b,infrequent,2005,20,4,7,125.5
4b,infrequent,2006,1,1,84.5,0
4b,infrequent,2006,2,1,70,0
4b,infrequent,2006,3,1,92,0
4b,infrequent,2006,4,1,92.5,0
4b,infrequent,2006,5,1,78,0
4b,infrequent,2006,6,2,40,15
4b,infrequent,2006,7,2,72,36
4b,infrequent,2006,8,2,102,0
4b,infrequent,2006,9,2,95.5,0.5
4b,infrequent,2006,10,2,70,0
4b,infrequent,2006,11,3,37,32.5
4b,infrequent,2006,12,3,107.5,62.5
4b,infrequent,2006,13,3,69,0.5
4b,infrequent,2006,14,3,92,32.5
4b,infrequent,2006,15,3,16,101
4b,infrequent,2006,16,4,4,112.5
4b,infrequent,2006,17,4,4.5,130
4b,infrequent,2006,18,4,92.5,62.5
4b,infrequent,2006,19,4,16,116
4b,infrequent,2006,20,4,4,148
4b,infrequent,2007,1,1,84.5,0
4b,infrequent,2007,2,1,70,0
4b,infrequent,2007,3,1,81,0
4b,infrequent,2007,4,1,92.5,0
4b,infrequent,2007,5,1,81,0
4b,infrequent,2007,6,2,51.5,32.5
4b,infrequent,2007,7,2,51.5,66
4b,infrequent,2007,8,2,72,0
4b,infrequent,2007,9,2,73,3.5
4b,infrequent,2007,10,2,40,0
4b,infrequent,2007,11,3,40,62.5
4b,infrequent,2007,12,3,66,85
4b,infrequent,2007,13,3,72,3.5
4b,infrequent,2007,14,3,81,62.5
4b,infrequent,2007,15,3,16,101
4b,infrequent,2007,16,4,0.5,112.5
4b,infrequent,2007,17,4,0,101
4b,infrequent,2007,18,4,51,62.5
4b,infrequent,2007,19,4,3.5,116
4b,infrequent,2007,20,4,4,162.5
4b,infrequent,2008,1,1,84.5,0
4b,infrequent,2008,2,1,40,0
4b,infrequent,2008,3,1,69.5,0
4b,infrequent,2008,4,1,62.5,0
4b,infrequent,2008,5,1,81,0
4b,infrequent,2008,6,2,37,62.5
4b,infrequent,2008,7,2,19,88.5
4b,infrequent,2008,8,2,54.5,0
4b,infrequent,2008,9,2,43,3.5
4b,infrequent,2008,10,2,22.5,0
4b,infrequent,2008,11,3,22,62.5
4b,infrequent,2008,12,3,33.5,97.5
4b,infrequent,2008,13,3,66,3.5
4b,infrequent,2008,14,3,39.5,85
4b,infrequent,2008,15,3,1.5,97.5
4b,infrequent,2008,16,4,0,112.5
4b,infrequent,2008,17,4,0,101
4b,infrequent,2008,18,4,22,62.5
4b,infrequent,2008,19,4,0.5,116
4b,infrequent,2008,20,4,4,157.5
4b,infrequent,2009,1,1,95.5,0
4b,infrequent,2009,2,1,70,0
4b,infrequent,2009,3,1,92,0
4b,infrequent,2009,4,1,115,0
4b,infrequent,2009,5,1,103.5,0
4b,infrequent,2009,6,2,48.5,62.5
4b,infrequent,2009,7,2,19,88.5
4b,infrequent,2009,8,2,81.5,0
4b,infrequent,2009,9,2,73,3.5
4b,infrequent,2009,10,2,22.5,0
4b,infrequent,2009,11,3,39.5,62.5
4b,infrequent,2009,12,3,33.5,97.5
4b,infrequent,2009,13,3,84.5,3.5
4b,infrequent,2009,14,3,39.5,85
4b,infrequent,2009,15,3,1,112.5
4b,infrequent,2009,16,4,0.5,147.5
4b,infrequent,2009,17,4,0,101
4b,infrequent,2009,18,4,39.5,62.5
4b,infrequent,2009,19,4,0.5,121
4b,infrequent,2009,20,4,4,150
4b,infrequent,2010,1,1,73,0
4b,infrequent,2010,2,1,70,0
4b,infrequent,2010,3,1,69.5,0
4b,infrequent,2010,4,1,81,0
4b,infrequent,2010,5,1,81,0
4b,infrequent,2010,6,2,11,85
4b,infrequent,2010,7,2,4,98
4b,infrequent,2010,8,2,54.5,0
4b,infrequent,2010,9,2,54.5,3.5
4b,infrequent,2010,10,2,22.5,0
4b,infrequent,2010,11,3,22,62.5
4b,infrequent,2010,12,3,7.5,97.5
4b,infrequent,2010,13,3,34,32.5
4b,infrequent,2010,14,3,18.5,85
4b,infrequent,2010,15,3,0.5,98
4b,infrequent,2010,16,4,0.5,117.5
4b,infrequent,2010,17,4,0.5,88.5
4b,infrequent,2010,18,4,22,51
4b,infrequent,2010,19,4,1,103.5
4b,infrequent,2010,20,4,0.5,150
4b,infrequent,2011,1,1,72,0
4b,infrequent,2011,2,1,84.5,0.5
4b,infrequent,2011,3,1,69.5,0
4b,infrequent,2011,4,1,81,0
4b,infrequent,2011,5,1,81,0
4b,infrequent,2011,6,2,4.5,97.5
4b,infrequent,2011,7,2,0,97.5
4b,infrequent,2011,8,2,48.5,0
4b,infrequent,2011,9,2,51.5,15
4b,infrequent,2011,10,2,22.5,0
4b,infrequent,2011,11,3,16,85
4b,infrequent,2011,12,3,1,97.5
4b,infrequent,2011,13,3,22.5,62.5
4b,infrequent,2011,14,3,4,85
4b,infrequent,2011,15,3,0,97.5
4b,infrequent,2011,16,4,0,163
4b,infrequent,2011,17,4,0,33
4b,infrequent,2011,18,4,10.5,62.5
4b,infrequent,2011,19,4,0,112.5
4b,infrequent,2011,20,4,0.5,150
4b,infrequent,2012,1,1,0,163.5
4b,infrequent,2012,2,1,0,98.5
4b,infrequent,2012,3,1,22,69.5
4b,infrequent,2012,4,1,0,112.5
4b,infrequent,2012,5,1,1,153.5
4b,infrequent,2012,6,2,22,85.5
4b,infrequent,2012,7,2,1.5,97.5
4b,infrequent,2012,8,2,39.5,85
4b,infrequent,2012,9,2,4,85
4b,infrequent,2012,10,2,0,97.5
4b,infrequent,2012,11,3,1.5,97.5
4b,infrequent,2012,12,3,0,98
4b,infrequent,2012,13,3,65.5,0
4b,infrequent,2012,14,3,81.5,15
4b,infrequent,2012,15,3,19,3.5
4b,infrequent,2012,16,4,72,0
4b,infrequent,2012,17,4,84.5,0.5
4b,infrequent,2012,18,4,69.5,0
4b,infrequent,2012,19,4,81,0
4b,infrequent,2012,20,4,81,0
4b,infrequent,2013,1,1,0.5,181
4b,infrequent,2013,2,1,0,127.5
4b,infrequent,2013,3,1,22,92.5
4b,infrequent,2013,4,1,0.5,118.5
4b,infrequent,2013,5,1,1,153.5
4b,infrequent,2013,6,2,39.5,63
4b,infrequent,2013,7,2,4.5,97.5
4b,infrequent,2013,8,2,39.5,85
4b,infrequent,2013,9,2,4,85
4b,infrequent,2013,10,2,0,97.5
4b,infrequent,2013,11,3,16,85
4b,infrequent,2013,12,3,0.5,97.5
4b,infrequent,2013,13,3,95.5,0
4b,infrequent,2013,14,3,73,15
4b,infrequent,2013,15,3,39.5,0.5
4b,infrequent,2013,16,4,72,0
4b,infrequent,2013,17,4,84.5,3.5
4b,infrequent,2013,18,4,92,0
4b,infrequent,2013,19,4,103.5,0
4b,infrequent,2013,20,4,103.5,0
20a,infrequent_to_annual_reversal,1997,1,1,47.5,0.5
20a,infrequent_to_annual_reversal,1997,2,1,47.5,0.5
20a,infrequent_to_annual_reversal,1997,3,1,36,15
20a,infrequent_to_annual_reversal,1997,4,1,18.5,0
20a,infrequent_to_annual_reversal,1997,5,1,36,0
20a,infrequent_to_annual_reversal,1997,6,2,48,15
20a,infrequent_to_annual_reversal,1997,7,2,66,0
20a,infrequent_to_annual_reversal,1997,8,2,63,0
20a,infrequent_to_annual_reversal,1997,9,2,47.5,0.5
20a,infrequent_to_annual_reversal,1997,10,2,18.5,0
20a,infrequent_to_annual_reversal,1997,11,3,33.5,1
20a,infrequent_to_annual_reversal,1997,12,3,30.5,0
20a,infrequent_to_annual_reversal,1997,13,3,63,0
20a,infrequent_to_annual_reversal,1997,14,3,33,3.5
20a,infrequent_to_annual_reversal,1997,15,3,18.5,0
20a,infrequent_to_annual_reversal,1997,16,4,36,3.5
20a,infrequent_to_annual_reversal,1997,17,4,47.5,3.5
20a,infrequent_to_annual_reversal,1997,18,4,34,0
20a,infrequent_to_annual_reversal,1997,19,4,47.5,0
20a,infrequent_to_annual_reversal,1997,20,4,66,15.5
20a,infrequent_to_annual_reversal,1998,1,1,47.5,0.5
20a,infrequent_to_annual_reversal,1998,2,1,48,0.5
20a,infrequent_to_annual_reversal,1998,3,1,36,15
20a,infrequent_to_annual_reversal,1998,4,1,7,0
20a,infrequent_to_annual_reversal,1998,5,1,36,0
20a,infrequent_to_annual_reversal,1998,6,2,48,15
20a,infrequent_to_annual_reversal,1998,7,2,66,0.5
20a,infrequent_to_annual_reversal,1998,8,2,63,0
20a,infrequent_to_annual_reversal,1998,9,2,47.5,0.5
20a,infrequent_to_annual_reversal,1998,10,2,18.5,0
20a,infrequent_to_annual_reversal,1998,11,3,33.5,1
20a,infrequent_to_annual_reversal,1998,12,3,30.5,0
20a,infrequent_to_annual_reversal,1998,13,3,63,0.5
20a,infrequent_to_annual_reversal,1998,14,3,33,3.5
20a,infrequent_to_annual_reversal,1998,15,3,18.5,0
20a,infrequent_to_annual_reversal,1998,16,4,36,3.5
20a,infrequent_to_annual_reversal,1998,17,4,47.5,3.5
20a,infrequent_to_annual_reversal,1998,18,4,34,0
20a,infrequent_to_annual_reversal,1998,19,4,47.5,0
20a,infrequent_to_annual_reversal,1998,20,4,66,15.5
20a,infrequent_to_annual_reversal,1999,1,1,47.5,0.5
20a,infrequent_to_annual_reversal,1999,2,1,48,0.5
20a,infrequent_to_annual_reversal,1999,3,1,36,32.5
20a,infrequent_to_annual_reversal,1999,4,1,7,0
20a,infrequent_to_annual_reversal,1999,5,1,36,0
20a,infrequent_to_annual_reversal,1999,6,2,48,32.5
20a,infrequent_to_annual_reversal,1999,7,2,88.5,0.5
20a,infrequent_to_annual_reversal,1999,8,2,63,0
20a,infrequent_to_annual_reversal,1999,9,2,47.5,0.5
20a,infrequent_to_annual_reversal,1999,10,2,36,0
20a,infrequent_to_annual_reversal,1999,11,3,33.5,1
20a,infrequent_to_annual_reversal,1999,12,3,30.5,0
20a,infrequent_to_annual_reversal,1999,13,3,63,0.5
20a,infrequent_to_annual_reversal,1999,14,3,63,3.5
20a,infrequent_to_annual_reversal,1999,15,3,18.5,0
20a,infrequent_to_annual_reversal,1999,16,4,36,3.5
20a,infrequent_to_annual_reversal,1999,17,4,47.5,3.5
20a,infrequent_to_annual_reversal,1999,18,4,34,0
20a,infrequent_to_annual_reversal,1999,19,4,47.5,0
20a,infrequent_to_annual_reversal,1999,20,4,66,15.5
20d,infrequent_to_annual_reversal,1993,1,1,47.5,0
20d,infrequent_to_annual_reversal,1993,2,1,51,0
20d,infrequent_to_annual_reversal,1993,3,1,47.5,3.5
20d,infrequent_to_annual_reversal,1993,4,1,39.5,0
20d,infrequent_to_annual_reversal,1993,5,1,33.5,0
20d,infrequent_to_annual_reversal,1993,6,2,33.5,0
20d,infrequent_to_annual_reversal,1993,7,2,39.5,0
20d,infrequent_to_annual_reversal,1993,8,2,62.5,0
20d,infrequent_to_annual_reversal,1993,9,2,51,0
20d,infrequent_to_annual_reversal,1993,10,2,51,0
20d,infrequent_to_annual_reversal,1993,11,3,33.5,0
20d,infrequent_to_annual_reversal,1993,12,3,33.5,0
20d,infrequent_to_annual_reversal,1993,13,3,22,0
20d,infrequent_to_annual_reversal,1993,14,3,33.5,0
20d,infrequent_to_annual_reversal,1993,15,3,48.5,0
20d,infrequent_to_annual_reversal,1993,16,4,51,0
20d,infrequent_to_annual_reversal,1993,17,4,51,0
20d,infrequent_to_annual_reversal,1993,18,4,51,0
20d,infrequent_to_annual_reversal,1993,19,4,47.5,0
20d,infrequent_to_annual_reversal,1993,20,4,33.5,3.5
20d,infrequent_to_annual_reversal,1994,1,1,47.5,0
20d,infrequent_to_annual_reversal,1994,2,1,51,0
20d,infrequent_to_annual_reversal,1994,3,1,47.5,3.5
20d,infrequent_to_annual_reversal,1994,4,1,51,0
20d,infrequent_to_annual_reversal,1994,5,1,62.5,0
20d,infrequent_to_annual_reversal,1994,6,2,33.5,0
20d,infrequent_to_annual_reversal,1994,7,2,39.5,0
20d,infrequent_to_annual_reversal,1994,8,2,62.5,0.5
20d,infrequent_to_annual_reversal,1994,9,2,51,0.5
20d,infrequent_to_annual_reversal,1994,10,2,51,0
20d,infrequent_to_annual_reversal,1994,11,3,10.5,0
20d,infrequent_to_annual_reversal,1994,12,3,30.5,0
20d,infrequent_to_annual_reversal,1994,13,3,33.5,0
20d,infrequent_to_annual_reversal,1994,14,3,33.5,0
20d,infrequent_to_annual_reversal,1994,15,3,37,0
20d,infrequent_to_annual_reversal,1994,16,4,51,0
20d,infrequent_to_annual_reversal,1994,17,4,39.5,0
20d,infrequent_to_annual_reversal,1994,18,4,51,0
20d,infrequent_to_annual_reversal,1994,19,4,47.5,0
20d,infrequent_to_annual_reversal,1994,20,4,51,15
20d,infrequent_to_annual_reversal,1995,1,1,47.5,0
20d,infrequent_to_annual_reversal,1995,2,1,39.5,0
20d,infrequent_to_annual_reversal,1995,3,1,47.5,3.5
20d,infrequent_to_annual_reversal,1995,4,1,51,0
20d,infrequent_to_annual_reversal,1995,5,1,62.5,0
20d,infrequent_to_annual_reversal,1995,6,2,22,0
20d,infrequent_to_annual_reversal,1995,7,2,39.5,0
20d,infrequent_to_annual_reversal,1995,8,2,51,0.5
20d,infrequent_to_annual_reversal,1995,9,2,51,3.5
20d,infrequent_to_annual_reversal,1995,10,2,51,0
20d,infrequent_to_annual_reversal,1995,11,3,10.5,0
20d,infrequent_to_annual_reversal,1995,12,3,34,0
20d,infrequent_to_annual_reversal,1995,13,3,47.5,0
20d,infrequent_to_annual_reversal,1995,14,3,33.5,0
20d,infrequent_to_annual_reversal,1995,15,3,37,0
20d,infrequent_to_annual_reversal,1995,16,4,39.5,0
20d,infrequent_to_annual_reversal,1995,17,4,39.5,0
20d,infrequent_to_annual_reversal,1995,18,4,51,0
20d,infrequent_to_annual_reversal,1995,19,4,47.5,0
20d,infrequent_to_annual_reversal,1995,20,4,51,15
20d,infrequent_to_annual_reversal,1996,1,1,47.5,0
20d,infrequent_to_annual_reversal,1996,2,1,39.5,0
20d,infrequent_to_annual_reversal,1996,3,1,77.5,15
20d,infrequent_to_annual_reversal,1996,4,1,51,0
20d,infrequent_to_annual_reversal,1996,5,1,62.5,0
20d,infrequent_to_annual_reversal,1996,6,2,22,0
20d,infrequent_to_annual_reversal,1996,7,2,69.5,0
20d,infrequent_to_annual_reversal,1996,8,2,51,0.5
20d,infrequent_to_annual_reversal,1996,9,2,81,3.5
20d,infrequent_to_annual_reversal,1996,10,2,51,0
20d,infrequent_to_annual_reversal,1996,11,3,22,0
20d,infrequent_to_annual_reversal,1996,12,3,34,0
20d,infrequent_to_annual_reversal,1996,13,3,47.5,0
20d,infrequent_to_annual_reversal,1996,14,3,33.5,0
20d,infrequent_to_annual_reversal,1996,15,3,37,0
20d,infrequent_to_annual_reversal,1996,16,4,39.5,0
20d,infrequent_to_annual_reversal,1996,17,4,69.5,0
20d,infrequent_to_annual_reversal,1996,18,4,51,0
20d,infrequent_to_annual_reversal,1996,19,4,47.5,0
20d,infrequent_to_annual_reversal,1996,20,4,51,15
20d,infrequent_to_annual_reversal,1997,1,1,36.5,0
20d,infrequent_to_annual_reversal,1997,2,1,39.5,0
20d,infrequent_to_annual_reversal,1997,3,1,47.5,32.5
20d,infrequent_to_annual_reversal,1997,4,1,51,0
20d,infrequent_to_annual_reversal,1997,5,1,63,0
20d,infrequent_to_annual_reversal,1997,6,2,22,0
20d,infrequent_to_annual_reversal,1997,7,2,39.5,0
20d,infrequent_to_annual_reversal,1997,8,2,51,0.5
20d,infrequent_to_annual_reversal,1997,9,2,81,3.5
20d,infrequent_to_annual_reversal,1997,10,2,51.5,0
20d,infrequent_to_annual_reversal,1997,11,3,22,0
20d,infrequent_to_annual_reversal,1997,12,3,22.5,0
20d,infrequent_to_annual_reversal,1997,13,3,47.5,0
20d,infrequent_to_annual_reversal,1997,14,3,22,0
20d,infrequent_to_annual_reversal,1997,15,3,25.5,0
20d,infrequent_to_annual_reversal,1997,16,4,39.5,0.5
20d,infrequent_to_annual_reversal,1997,17,4,69.5,0
20d,infrequent_to_annual_reversal,1997,18,4,51,0
20d,infrequent_to_annual_reversal,1997,19,4,36.5,0
20d,infrequent_to_annual_reversal,1997,20,4,51,15
20d,infrequent_to_annual_reversal,1998,1,1,36.5,0.5
20d,infrequent_to_annual_reversal,1998,2,1,39.5,0
20d,infrequent_to_annual_reversal,1998,3,1,36,32.5
20d,infrequent_to_annual_reversal,1998,4,1,51,0
20d,infrequent_to_annual_reversal,1998,5,1,51.5,0
20d,infrequent_to_annual_reversal,1998,6,2,22.5,0
20d,infrequent_to_annual_reversal,1998,7,2,39.5,0
20d,infrequent_to_annual_reversal,1998,8,2,51,0.5
20d,infrequent_to_annual_reversal,1998,9,2,81,3.5
20d,infrequent_to_annual_reversal,1998,10,2,51.5,0
20d,infrequent_to_annual_reversal,1998,11,3,22,0
20d,infrequent_to_annual_reversal,1998,12,3,22.5,0.5
20d,infrequent_to_annual_reversal,1998,13,3,48,0
20d,infrequent_to_annual_reversal,1998,14,3,22.5,0
20d,infrequent_to_annual_reversal,1998,15,3,25.5,0
20d,infrequent_to_annual_reversal,1998,16,4,36,0.5
20d,infrequent_to_annual_reversal,1998,17,4,69.5,0
20d,infrequent_to_annual_reversal,1998,18,4,39.5,0
20d,infrequent_to_annual_reversal,1998,19,4,36.5,0
20d,infrequent_to_annual_reversal,1998,20,4,51,15
20d,infrequent_to_annual_reversal,1999,1,1,36.5,0.5
20d,infrequent_to_annual_reversal,1999,2,1,39.5,0
20d,infrequent_to_annual_reversal,1999,3,1,36,32.5
20d,infrequent_to_annual_reversal,1999,4,1,81,0
20d,infrequent_to_annual_reversal,1999,5,1,51.5,0
20d,infrequent_to_annual_reversal,1999,6,2,22.5,0
20d,infrequent_to_annual_reversal,1999,7,2,39.5,0
20d,infrequent_to_annual_reversal,1999,8,2,51,0.5
20d,infrequent_to_annual_reversal,1999,9,2,81,3.5
20d,infrequent_to_annual_reversal,1999,10,2,69,0
20d,infrequent_to_annual_reversal,1999,11,3,22,0
20d,infrequent_to_annual_reversal,1999,12,3,22.5,0.5
20d,infrequent_to_annual_reversal,1999,13,3,48,0
20d,infrequent_to_annual_reversal,1999,14,3,22.5,0
20d,infrequent_to_annual_reversal,1999,15,3,25.5,0
20d,infrequent_to_annual_reversal,1999,16,4,36,0.5
20d,infrequent_to_annual_reversal,1999,17,4,69.5,0
20d,infrequent_to_annual_reversal,1999,18,4,39.5,0
20d,infrequent_to_annual_reversal,1999,19,4,36.5,0
20d,infrequent_to_annual_reversal,1999,20,4,51,15
r1a,infrequent_to_annual_reversal,2000,1,1,47.5,4
r1a,infrequent_to_annual_reversal,2000,2,1,51,3.5
r1a,infrequent_to_annual_reversal,2000,3,1,36,32.5
r1a,infrequent_to_annual_reversal,2000,4,1,18.5,0
r1a,infrequent_to_annual_reversal,2000,5,1,36,0
r1a,infrequent_to_annual_reversal,2000,6,2,78,85
r1a,infrequent_to_annual_reversal,2000,7,2,100,1
r1a,infrequent_to_annual_reversal,2000,8,2,63,0
r1a,infrequent_to_annual_reversal,2000,9,2,77.5,1
r1a,infrequent_to_annual_reversal,2000,10,2,36,0
r1a,infrequent_to_annual_reversal,2000,11,3,33.5,4
r1a,infrequent_to_annual_reversal,2000,12,3,36.5,0
r1a,infrequent_to_annual_reversal,2000,13,3,63,4
r1a,infrequent_to_annual_reversal,2000,14,3,85.5,3.5
r1a,infrequent_to_annual_reversal,2000,15,3,39.5,0
r1a,infrequent_to_annual_reversal,2000,16,4,36.5,15
r1a,infrequent_to_annual_reversal,2000,17,4,77.5,15
r1a,infrequent_to_annual_reversal,2000,18,4,34,0
r1a,infrequent_to_annual_reversal,2000,19,4,77.5,0
r1a,infrequent_to_annual_reversal,2000,20,4,66,4
r1a,infrequent_to_annual_reversal,2001,1,1,48,4
r1a,infrequent_to_annual_reversal,2001,2,1,51,3.5
r1a,infrequent_to_annual_reversal,2001,3,1,36,32.5
r1a,infrequent_to_annual_reversal,2001,4,1,30,0
r1a,infrequent_to_annual_reversal,2001,5,1,66,0
r1a,infrequent_to_annual_reversal,2001,6,2,78,85
r1a,infrequent_to_annual_reversal,2001,7,2,100,0.5
r1a,infrequent_to_annual_reversal,2001,8,2,85.5,0.5
r1a,infrequent_to_annual_reversal,2001,9,2,100,0.5
r1a,infrequent_to_annual_reversal,2001,10,2,39.5,0
r1a,infrequent_to_annual_reversal,2001,11,3,33.5,3.5
r1a,infrequent_to_annual_reversal,2001,12,3,36.5,0
r1a,infrequent_to_annual_reversal,2001,13,3,85.5,1
r1a,infrequent_to_annual_reversal,2001,14,3,85.5,3.5
r1a,infrequent_to_annual_reversal,2001,15,3,39.5,0
r1a,infrequent_to_annual_reversal,2001,16,4,36.5,3.5
r1a,infrequent_to_annual_reversal,2001,17,4,77.5,3.5
r1a,infrequent_to_annual_reversal,2001,18,4,34,0
r1a,infrequent_to_annual_reversal,2001,19,4,77.5,0
r1a,infrequent_to_annual_reversal,2001,20,4,66,36
r1a,infrequent_to_annual_reversal,2002,1,1,51,1
r1a,infrequent_to_annual_reversal,2002,2,1,62.5,0.5
r1a,infrequent_to_annual_reversal,2002,3,1,36,32.5
r1a,infrequent_to_annual_reversal,2002,4,1,30.5,0
r1a,infrequent_to_annual_reversal,2002,5,1,66,0
r1a,infrequent_to_annual_reversal,2002,6,2,81,85
r1a,infrequent_to_annual_reversal,2002,7,2,118,0.5
r1a,infrequent_to_annual_reversal,2002,8,2,88.5,0
r1a,infrequent_to_annual_reversal,2002,9,2,113,0
r1a,infrequent_to_annual_reversal,2002,10,2,81,0
r1a,infrequent_to_annual_reversal,2002,11,3,33.5,3.5
r1a,infrequent_to_annual_reversal,2002,12,3,48,0
r1a,infrequent_to_annual_reversal,2002,13,3,85.5,0.5
r1a,infrequent_to_annual_reversal,2002,14,3,98,0.5
r1a,infrequent_to_annual_reversal,2002,15,3,39.5,0
r1a,infrequent_to_annual_reversal,2002,16,4,36.5,3.5
r1a,infrequent_to_annual_reversal,2002,17,4,77.5,3.5
r1a,infrequent_to_annual_reversal,2002,18,4,45.5,0.5
r1a,infrequent_to_annual_reversal,2002,19,4,78,0
r1a,infrequent_to_annual_reversal,2002,20,4,66,47.5
r1a,infrequent_to_annual_reversal,2003,1,1,51,0.5
r1a,infrequent_to_annual_reversal,2003,2,1,62.5,0.5
r1a,infrequent_to_annual_reversal,2003,3,1,36,15
r1a,infrequent_to_annual_reversal,2003,4,1,30.5,0
r1a,infrequent_to_annual_reversal,2003,5,1,66,0
r1a,infrequent_to_annual_reversal,2003,6,2,81,62.5
r1a,infrequent_to_annual_reversal,2003,7,2,118,0.5
r1a,infrequent_to_annual_reversal,2003,8,2,88.5,0
